point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
8,irregular,1.87,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
9,spherical,0.897,1,Fly ash,,Others,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
10,irregular,1.3,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
11,irregular,2.06,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
12,irregular,2.77,4,S-rich,,Others,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
13,irregular,2.26,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
14,irregular,2.31,2.5,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
15,irregular,1.1,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
16,irregular,0.65,1,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
17,irregular,0.974,1,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
18,cluster,1.04,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
19,cluster,2.66,4,Carbonaceous,N-rich,Carbonaceous,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
20,irregular,1.59,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
21,irregular,0.756,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
22,cluster,1.43,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
23,cluster,1.51,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
24,irregular,0.894,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
25,cluster,1.35,2.5,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
26,irregular,1.64,2.5,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
27,cluster,1.18,2.5,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
28,cluster,1.36,2.5,Calcium Sulfate,,Others,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
29,irregular,1.08,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
30,cluster,0.893,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
31,spherical,0.932,1,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
32,irregular,1.54,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
33,irregular,1.69,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
34,cluster,0.757,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
35,irregular,0.564,1,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
36,cluster,1.09,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
37,irregular,1.42,2.5,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
38,cluster,0.931,1,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
39,chainlike,1.53,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
40,irregular,1.22,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
41,irregular,2.39,2.5,N-rich,,N-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
42,irregular,0.999,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
43,spherical,0.877,1,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
44,irregular,2.86,4,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
45,cluster,0.952,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
46,irregular,1,2.5,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
47,spherical,0.952,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
48,spherical,1.37,2.5,Carbonaceous,N-rich,Carbonaceous,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
49,irregular,0.631,1,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
50,irregular,1.18,2.5,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
1,irregular,1.42,2.5,Calcium Sulfate,,Others,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
2,irregular,0.868,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
3,spherical,0.968,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
4,irregular,2.47,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
5,irregular,1.35,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
6,irregular,2.49,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
7,spherical,2.66,4,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
8,irregular,2.84,4,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
9,irregular,1.12,2.5,Calcium Sulfate,,Others,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
10,irregular,1.22,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
11,irregular,1.59,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
12,spherical,0.901,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
13,irregular,1.15,2.5,Fe-rich,,Fe-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
14,irregular,1.72,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
15,spherical,1.09,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
16,irregular,1.77,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
17,spherical,1.03,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
18,cluster,1.01,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
19,irregular,0.419,1,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
20,spherical,1.44,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
21,irregular,1.12,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
22,irregular,1.57,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
23,spherical,0.722,1,Fe-rich,,Fe-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
24,cluster,1.38,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
25,cluster,1.19,2.5,Calcium Sulfate,,Others,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
26,spherical,0.903,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
27,irregular,1.62,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
28,cluster,0.65,1,Transition metal,,Transition metal,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
29,irregular,1.9,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
30,irregular,4.83,4,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
31,irregular,2.67,4,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
32,cluster,1.75,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
33,cluster,0.762,1,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
34,cluster,1.65,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
35,spherical,0.953,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
36,irregular,1.16,2.5,Calcium Sulfate,,Others,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
37,irregular,1.44,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
38,irregular,3.16,4,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
39,irregular,0.887,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
40,cluster,2.73,4,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
41,cluster,1.6,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
42,cluster,1.7,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
43,spherical,0.951,1,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
44,cluster,2.05,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
45,irregular,1.01,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
46,cluster,1.64,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
47,spherical,0.912,1,Fe-rich,,Fe-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
48,irregular,1.93,2.5,Mineral,,Mineral,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
49,cluster,1.03,2.5,Transition metal,,Transition metal,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
50,irregular,1.34,2.5,N-rich,,N-rich,"28. Noto(12.26, event)",28,Noto,2020,12,26,Event
1,irregular,1.87,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
2,irregular,0.965,1,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
3,irregular,2.04,2.5,Fly ash,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
4,irregular,0.898,1,Calcium Sulfate,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
5,cluster,1.35,2.5,Calcium Sulfate,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
6,irregular,0.982,1,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
7,cluster,0.87,1,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
8,cluster,1.07,2.5,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
9,cluster,2.17,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
10,irregular,3.26,4,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
11,irregular,1.4,2.5,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
12,chainlike,1.8,2.5,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
13,irregular,0.769,1,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
14,irregular,1.04,2.5,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
15,cluster,3.35,4,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
16,irregular,2.06,2.5,Carbonaceous,N-rich,Carbonaceous,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
17,irregular,1.76,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
18,irregular,2.96,4,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
19,cluster,0.826,1,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
20,cluster,4.28,4,Carbonaceous,N-rich,Carbonaceous,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
21,cluster,1.71,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
22,cluster,1.68,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
23,irregular,1.38,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
24,cluster,4.53,4,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
25,irregular,2.55,4,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
26,irregular,0.533,1,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
27,irregular,3.41,4,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
28,irregular,1.25,2.5,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
29,irregular,1.13,2.5,N-rich,,N-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
30,cluster,1.21,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
31,irregular,0.918,1,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
32,irregular,1.67,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
33,cluster,1.92,2.5,Calcium Sulfate,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
34,cluster,1.93,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
35,cluster,1.17,2.5,Calcium Sulfate,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
36,cluster,1.02,2.5,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
37,cluster,1.49,2.5,Calcium Sulfate,,Others,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
38,cluster,1.27,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
39,irregular,0.746,1,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
40,irregular,0.912,1,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
41,spherical,0.541,1,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
42,spherical,1.03,2.5,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
43,irregular,1.5,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
44,cluster,0.407,1,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
45,irregular,1.65,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
46,irregular,1.12,2.5,Mineral,,Mineral,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
47,spherical,0.61,1,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
48,irregular,1.21,2.5,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
49,spherical,0.633,1,Transition metal,,Transition metal,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
50,cluster,0.465,1,Fe-rich,,Fe-rich,"29. Noto(12.27, event)",29,Noto,2020,12,27,Event
1,cluster,3.91,4,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
2,cluster,0.702,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
3,spherical,0.822,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
4,cluster,0.831,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
5,cluster,0.866,1,Calcium Sulfate,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
6,cluster,0.853,1,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
7,irregular,1.9,2.5,S-rich,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
8,irregular,1.32,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
9,irregular,0.544,1,S-rich,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
10,cluster,0.786,1,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
11,cluster,1.38,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
12,spherical,0.742,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
13,irregular,0.449,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
14,spherical,0.54,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
15,irregular,1.35,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
16,spherical,0.829,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
17,cluster,1.14,2.5,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
18,irregular,1.08,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
19,spherical,0.575,1,S-rich,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
20,irregular,1.19,2.5,Fe-rich,,Fe-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
21,irregular,2.44,2.5,Carbonaceous,carbonaceous,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
22,spherical,0.802,1,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
23,irregular,0.627,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
24,cluster,0.787,1,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
25,irregular,0.89,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
26,spherical,0.513,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
27,cluster,1.1,2.5,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
28,irregular,0.807,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
29,irregular,0.851,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
30,cluster,1.63,2.5,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
31,irregular,1.14,2.5,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
32,irregular,2.29,2.5,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
33,irregular,0.802,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
34,irregular,0.885,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
35,spherical,0.634,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
36,irregular,0.963,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
37,cluster,0.683,1,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
38,irregular,1.1,2.5,Carbonaceous,S-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
39,irregular,0.714,1,Calcium Sulfate,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
40,irregular,1.73,2.5,Calcium Sulfate,,Others,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
41,spherical,1.13,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
42,irregular,1.17,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
43,irregular,0.771,1,Carbonaceous,N-rich,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
44,irregular,0.941,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
45,irregular,1.98,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
46,cluster,0.947,1,Carbonaceous,,Carbonaceous,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
47,irregular,1.59,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
48,cluster,0.952,1,N-rich,,N-rich,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
49,irregular,2.1,2.5,Mineral,,Mineral,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
50,irregular,0.692,1,Transition metal,,Transition metal,"3. Seosan (12.15, non-event)",3,Seosan,2020,12,15,Non-event
1,irregular,2.49,2.5,Carbonaceous,N-rich,Carbonaceous,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
2,cluster,1.49,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
3,irregular,0.888,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
4,irregular,1.12,2.5,Transition metal,,Transition metal,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
5,irregular,1.58,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
6,irregular,0.556,1,Transition metal,,Transition metal,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
7,irregular,1.68,2.5,Transition metal,,Transition metal,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
8,irregular,2.28,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
9,irregular,1.69,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
10,irregular,1.3,2.5,sulfate,,Others,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
11,spherical,1.05,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
12,irregular,1.8,2.5,Carbonaceous,Fe-rich,Carbonaceous,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
13,cluster,0.497,1,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
14,cluster,2.96,4,Ca-rich,,Others,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
15,spherical,1.33,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
16,irregular,0.698,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
17,cluster,2.72,4,Carbonaceous,N-rich,Carbonaceous,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
18,cluster,3.74,4,Carbonaceous,Transition metal,Carbonaceous,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
19,irregular,1.66,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
20,spherical,0.913,1,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
21,irregular,2.76,4,Carbonaceous,Mineral,Carbonaceous,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
22,cluster,1.27,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
23,irregular,0.576,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
24,irregular,1,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
25,spherical,0.619,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
26,irregular,1.02,2.5,Fe-rich,,Fe-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
27,irregular,3.18,4,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
28,irregular,1.21,2.5,Calcium Sulfate,,Others,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
29,irregular,1.15,2.5,Ca-rich,,Others,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
30,irregular,1.52,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
31,spherical,1.06,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
32,irregular,0.926,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
33,cluster,2.1,2.5,Ca-rich,,Others,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
34,irregular,0.852,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
35,cluster,1.73,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
36,spherical,0.793,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
37,irregular,2.51,4,Transition metal,,Transition metal,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
38,cluster,0.689,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
39,irregular,1.85,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
40,irregular,0.776,1,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
41,cluster,1.85,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
42,irregular,1.48,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
43,irregular,1.53,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
44,cluster,0.944,1,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
45,spherical,1.18,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
46,irregular,1.38,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
47,irregular,2.41,2.5,Mineral,,Mineral,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
48,irregular,2.15,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
